2.164345092773437500e+02 1.025363693237304688e+02 7.904244995117187500e+01
2.152881469726562500e+02 1.001656036376953125e+02 7.603360748291015625e+01
2.149584045410156250e+02 9.760372161865234375e+01 7.460128021240234375e+01
2.120706481933593750e+02 9.680583953857421875e+01 7.258274078369140625e+01
2.311016387939453125e+02 9.632802581787109375e+01 7.125165557861328125e+01
2.063774414062500000e+02 9.288624572753906250e+01 7.196368408203125000e+01
2.050557250976562500e+02 9.172526550292968750e+01 7.159342193603515625e+01
2.135635070800781250e+02 8.918932342529296875e+01 6.965547180175781250e+01
2.078541259765625000e+02 8.955014038085937500e+01 7.018732452392578125e+01
1.939957885742187500e+02 9.359731292724609375e+01 7.321227264404296875e+01
2.060949249267578125e+02 9.617048645019531250e+01 7.344588470458984375e+01
2.106354980468750000e+02 8.931513214111328125e+01 6.942124938964843750e+01
2.253851165771484375e+02 9.411087799072265625e+01 7.050581359863281250e+01
2.292215270996093750e+02 9.383435821533203125e+01 7.012329864501953125e+01
2.362912902832031250e+02 9.627291107177734375e+01 7.113551330566406250e+01
2.371232299804687500e+02 9.660118865966796875e+01 7.149885559082031250e+01
2.335761108398437500e+02 9.896582031250000000e+01 7.336549377441406250e+01
2.325877380371093750e+02 9.832787322998046875e+01 7.262591552734375000e+01
1.996325073242187500e+02 8.306954956054687500e+01 6.378495025634765625e+01
2.091964721679687500e+02 8.352191925048828125e+01 6.420973205566406250e+01
1.889230194091796875e+02 9.061831665039062500e+01 7.242481231689453125e+01
3.238618774414062500e+02 1.086583175659179688e+02 7.077803039550781250e+01
3.681168823242187500e+02 1.134654083251953125e+02 6.878428649902343750e+01
3.678108520507812500e+02 1.149654083251953125e+02 7.075973510742187500e+01
3.696107177734375000e+02 1.150490646362304688e+02 7.011779785156250000e+01
3.712015991210937500e+02 1.258256988525390625e+02 7.692572784423828125e+01
3.711912231445312500e+02 1.241266174316406250e+02 7.653179931640625000e+01
3.657918090820312500e+02 1.210164184570312500e+02 7.432817077636718750e+01
2.301116638183593750e+02 9.563862609863281250e+01 7.145983886718750000e+01
2.372039184570312500e+02 9.568756103515625000e+01 7.086278533935546875e+01
2.219327392578125000e+02 9.707994842529296875e+01 7.294643402099609375e+01
2.552825927734375000e+02 9.450667572021484375e+01 6.908419799804687500e+01
2.219197387695312500e+02 9.374724578857421875e+01 7.039965820312500000e+01
2.801711730957031250e+02 1.007501373291015625e+02 6.916138458251953125e+01
3.015950622558593750e+02 1.064900970458984375e+02 7.175183105468750000e+01
3.210728759765625000e+02 9.975752258300781250e+01 6.373927688598632812e+01
3.673116455078125000e+02 1.139406127929687500e+02 7.150564575195312500e+01
3.519166870117187500e+02 1.307840881347656250e+02 8.550252532958984375e+01
3.539996032714843750e+02 1.247216186523437500e+02 7.892849731445312500e+01
