2.026629028320312500e+02 8.752174377441406250e+01 6.772740936279296875e+01
2.320542449951171875e+02 9.818026733398437500e+01 7.189856719970703125e+01
2.320645599365234375e+02 9.595367431640625000e+01 7.091271972656250000e+01
2.313889617919921875e+02 9.677104949951171875e+01 7.184208679199218750e+01
2.302878112792968750e+02 9.782734680175781250e+01 7.329060363769531250e+01
2.305420379638671875e+02 9.720623016357421875e+01 7.261318206787109375e+01
2.304215087890625000e+02 9.712129974365234375e+01 7.260134887695312500e+01
2.230824127197265625e+02 1.029787292480468750e+02 7.773334503173828125e+01
2.306408996582031250e+02 9.856680297851562500e+01 7.261452484130859375e+01
2.194337463378906250e+02 1.032834625244140625e+02 7.981267547607421875e+01
2.153330230712890625e+02 1.013013687133789062e+02 7.793225097656250000e+01
2.137548065185546875e+02 9.721765136718750000e+01 7.308657836914062500e+01
2.125659179687500000e+02 9.721829986572265625e+01 7.317587280273437500e+01
2.305939636230468750e+02 9.743576049804687500e+01 7.196102905273437500e+01
2.108927307128906250e+02 9.665028381347656250e+01 7.218169403076171875e+01
2.099635314941406250e+02 9.586743164062500000e+01 7.229057312011718750e+01
2.318861999511718750e+02 9.589855957031250000e+01 7.074636840820312500e+01
2.314962921142578125e+02 9.649192047119140625e+01 7.114658355712890625e+01
2.323068542480468750e+02 9.558828735351562500e+01 7.066177368164062500e+01
2.057433166503906250e+02 9.208327484130859375e+01 7.163669586181640625e+01
2.065671997070312500e+02 9.208982086181640625e+01 7.164690399169921875e+01
2.064526062011718750e+02 9.264999389648437500e+01 7.173904418945312500e+01
2.066682586669921875e+02 9.255488586425781250e+01 7.179927062988281250e+01
2.060912933349609375e+02 9.307327270507812500e+01 7.195199584960937500e+01
2.065478057861328125e+02 9.257255554199218750e+01 7.174234008789062500e+01
2.065181121826171875e+02 9.284849548339843750e+01 7.188561248779296875e+01
2.048064422607421875e+02 9.422809600830078125e+01 7.318864440917968750e+01
2.045082092285156250e+02 9.399063110351562500e+01 7.290340423583984375e+01
2.032594604492187500e+02 9.428195190429687500e+01 7.324121093750000000e+01
2.023880310058593750e+02 9.423085021972656250e+01 7.342494964599609375e+01
2.011720581054687500e+02 9.453224182128906250e+01 7.391259765625000000e+01
2.004761047363281250e+02 9.408798217773437500e+01 7.349185180664062500e+01
2.089143676757812500e+02 9.500726318359375000e+01 7.031290435791015625e+01
2.080307312011718750e+02 9.367100524902343750e+01 7.026976013183593750e+01
2.062421264648437500e+02 9.309893035888671875e+01 6.970526885986328125e+01
2.047335205078125000e+02 9.172144317626953125e+01 7.136104583740234375e+01
1.994567565917968750e+02 9.419396972656250000e+01 7.356010437011718750e+01
1.951144409179687500e+02 9.251574707031250000e+01 7.198786163330078125e+01
1.937309570312500000e+02 9.260042572021484375e+01 7.274798583984375000e+01
1.929979858398437500e+02 9.237603759765625000e+01 7.249996948242187500e+01
1.923013763427734375e+02 9.188110351562500000e+01 7.238885498046875000e+01
1.910388793945312500e+02 9.193624877929687500e+01 7.267987060546875000e+01
1.893759155273437500e+02 9.252708435058593750e+01 7.339488220214843750e+01
1.900931854248046875e+02 9.098519897460937500e+01 7.241273498535156250e+01
1.900317077636718750e+02 9.068037414550781250e+01 7.187203979492187500e+01
1.983714599609375000e+02 9.423919677734375000e+01 7.343772888183593750e+01
1.906962280273437500e+02 9.021354675292968750e+01 7.130416870117187500e+01
1.906344604492187500e+02 9.034133911132812500e+01 7.139453887939453125e+01
